OvertimePay,OtherPay,TotalPayBenefits,Status_Binary
9834.42,17520.73,167008.72,1
0.0,296.71,166987.85,0
0.0,5409.78,166954.54,0
0.0,4404.52,166936.51,1
6787.5,1771.39,166904.43,0
4702.41,7973.58,166899.53,1
12744.29,543.9,166874.71,1
0.0,250.0,166802.08,1
11109.07,4609.01,166744.66,1
10834.36,9941.32,166738.9,1
4257.71,5168.84,166721.68,1
7482.58,6835.09,166715.18,1
1720.99,6671.06,166638.67,1
8181.22,10306.45,166546.66,1
2708.44,8663.2,166533.38,0
0.0,250.0,166524.23,0
9059.43,5292.46,166499.56,1
10223.92,4489.46,166496.03,1
0.0,1064.93,166393.52,0
5827.16,9106.46,166355.13,1
4317.44,5579.86,166337.4,1
6058.88,9349.19,166241.27,1
4072.11,15349.94,166057.68,1
1838.08,3070.44,166048.64,0
7603.36,10400.39,166035.92,1
4633.98,5295.56,166031.45,1
7615.13,8109.45,165965.2,1
13687.19,250.0,165805.98,1
437.81,6628.6,165657.53,0
5861.4,7866.63,165611.02,1
6799.07,1729.94,165609.08,0
24256.68,16491.31,165583.68,1
3603.09,17264.3,165463.46,1
3752.65,6360.68,165361.72,1
174.98,258.75,165291.62,0
4536.29,13421.44,165236.71,1
10792.99,7088.81,165210.41,1
6171.45,1435.39,165122.05,0
5407.97,15842.29,165088.26,1
362.17,309.63,165064.07,1
10693.1,7491.99,165053.72,1
5343.63,7516.95,165040.27,0
0.0,1805.15,165006.36,0
1209.24,6661.23,164987.72,1
0.0,4509.11,164925.41,1
1746.53,2321.96,164900.47,1
5483.24,22446.62,164892.43,1
4748.99,4191.14,164815.0,1
6424.48,13328.46,164809.73,0
6921.98,7893.74,164792.74,1
602.25,11574.58,164759.66,0
2677.33,7349.61,164758.21,1
5809.74,4969.84,164732.3,1
10433.22,7698.9,164729.17,1
0.0,3283.12,164703.45,0
9257.5,9655.85,164702.67,1
2451.76,15296.51,164652.34,1
12017.25,5638.99,164650.88,1
8873.84,48775.53,164570.85,1
5699.49,5501.63,164555.78,1
5199.95,15315.33,164531.82,1
7159.45,13828.21,164525.69,1
271.21,321.71,164440.37,0
4123.51,4426.22,164396.85,1
8917.42,3996.51,164271.14,1
9121.71,4452.79,164270.87,1
5809.74,4714.65,164194.88,1
12496.99,5681.63,164154.75,1
0.0,1088.08,164152.28,0
8700.03,16591.29,164088.21,1
10815.57,4700.03,164079.92,1
4258.2,21535.37,164008.24,1
5211.23,2729.6,163961.31,1
8245.89,6406.15,163955.81,1
3531.17,15846.15,163931.27,1
2418.48,5417.96,163927.04,1
5753.24,5402.25,163912.4,1
3977.04,4475.04,163738.09,1
12829.11,6961.73,163697.94,1
10405.79,3909.72,163651.45,1
4029.98,5781.01,163591.69,1
2247.32,5132.03,163591.14,1
8945.83,5192.61,163581.66,1
1152.74,5232.0,163568.36,1
0.0,1745.58,163505.05,0
6280.28,5188.92,163475.21,1
0.0,725.0,163279.08,1
5311.07,7699.51,163182.32,1
1377.51,9092.59,163166.85,1
5216.33,5845.43,163096.32,0
5515.27,3080.95,163083.05,0
7606.53,6003.78,163052.7,1
2824.1,15439.64,162956.15,1
7405.09,15477.39,162915.39,1
7384.38,12429.18,162893.64,1
0.0,946.65,162882.25,1
6482.7,2414.65,162843.6,0
6660.17,8537.26,162810.33,1
12670.54,14791.3,162639.68,1
0.0,9572.12,162602.21,0
9219.1,11068.03,162575.53,1
6312.83,4472.72,162541.93,1
4957.77,7003.91,162534.13,1
2378.26,15092.28,162458.3,1
108.81,13513.48,162307.97,1
6832.56,5059.26,162202.51,1
10281.51,4967.13,162151.84,1
1226.44,8762.67,162044.25,1
0.0,3176.61,162039.4,1
4984.81,5079.67,162025.29,1
0.0,7275.55,161969.38,1
10222.82,16414.08,161877.13,1
6804.01,4186.58,161857.33,1
0.0,250.0,161849.99,0
7832.07,8578.14,161848.3,1
7195.27,7321.06,161772.59,1
6010.03,7388.23,161730.28,1
5559.71,5169.88,161586.45,1
16000.84,20404.78,161464.27,1
3751.14,14379.61,161432.31,1
7259.53,6548.26,161325.13,1
7532.17,20271.3,161325.08,1
8238.0,2617.58,161214.07,1
4782.47,5196.01,161148.13,1
462.16,8899.32,161122.09,1
6446.62,11998.34,160927.17,1
5269.24,5444.62,160881.48,1
678.75,453.63,160875.44,0
10229.51,5343.83,160867.5,1
0.0,30917.0,160859.08,1
1507.5,5483.33,160828.74,1
9063.16,3266.89,160775.4,1
4429.61,5194.16,160741.47,0
2516.33,2637.03,160702.15,1
9626.24,5158.56,160571.67,1
4004.39,4985.44,160548.57,1
12183.96,3993.51,160386.13,1
5868.25,6018.7,160351.44,1
3649.45,4726.85,160350.95,0
0.0,6928.75,160339.41,1
4706.4,3205.48,160313.94,1
3408.24,12079.14,160256.21,1
1173.2,6893.86,160149.34,1
6223.41,2811.51,160130.34,0
964.47,13822.5,160038.57,1
9450.55,12520.31,159883.81,1
2138.08,6856.38,159791.06,1
5463.74,11503.45,159789.05,0
5668.84,4695.31,159780.95,1
6429.85,20117.08,159713.57,1
7548.26,4162.06,159700.56,1
9574.41,15820.38,159675.43,1
4230.58,5234.95,159654.83,1
87.49,4862.82,159602.48,0
0.0,1475.0,159594.99,0
3908.31,17781.68,159457.14,1
5298.47,24590.32,159404.28,1
6515.75,6577.25,159314.16,1
0.0,16754.15,159287.52,1
1414.3,5193.52,159100.67,1
0.0,6408.23,159039.92,1
3994.31,2825.87,158859.46,0
3919.47,8643.13,158856.28,1
10074.56,5383.27,158749.68,1
4605.77,5250.59,158638.94,1
8504.37,5155.09,158632.2,1
3661.0,4878.2,158558.4,1
2401.26,4761.58,158529.19,1
8603.48,5289.46,158520.96,1
54152.12,6334.44,158478.34,0
8234.05,11482.68,158476.41,1
2839.93,3393.33,158454.85,1
6942.9,12579.83,158353.96,0
5290.72,3792.94,158316.52,1
1556.51,1258.44,158258.76,1
6695.48,5245.07,158231.31,1
659.85,250.0,158181.8,0
2191.32,7004.04,158153.4,1
5952.76,2847.35,158148.34,1
7145.55,7365.95,158106.67,1
0.0,250.0,158071.67,0
0.0,500.0,158071.39,0
5748.75,1884.26,158070.23,0
0.0,6724.14,158017.69,1
2258.98,4964.97,158011.77,1
4205.32,13303.98,157972.47,1
0.0,979.08,157915.37,0
3391.42,11173.75,157886.79,1
496.17,4988.45,157789.06,1
4846.16,5231.28,157729.88,1
0.0,250.0,157630.93,0
8299.28,19130.13,157533.1,1
5167.06,9986.76,157310.28,1
4251.2,29206.19,157220.24,1
0.0,250.0,157121.11,0
640.05,15171.46,156907.06,1
5051.81,10960.75,156774.91,1
6841.16,4448.74,156755.86,1
59031.54,874.0,156702.92,0
4229.32,4017.67,156702.54,1
4506.61,13222.24,156521.42,1
1718.26,3647.0,156453.51,1
1021.38,5344.83,156449.85,1
4146.84,4536.08,156439.23,1
5613.97,5254.35,156339.45,1
5779.21,4662.43,156298.8,1
0.0,5110.97,156273.28,1
2666.75,14568.96,156236.98,1
4935.87,21608.49,156179.58,1
1169.88,2772.27,156146.77,0
2314.28,3763.77,156124.83,1
0.0,1927.88,156055.53,1
5177.61,13443.23,155900.76,1
3627.65,17404.54,155870.05,1
0.0,0.0,155775.29,0
46929.98,6481.3,155763.58,0
3836.7,1484.14,155726.19,0
9461.47,4673.86,155627.47,1
3257.34,5375.56,155432.93,1
6559.37,14747.02,155432.08,1
1118.33,2347.32,155358.64,1
6283.95,1384.64,155345.17,0
5271.51,7109.35,155339.34,1
4040.97,14257.37,155043.9,1
5813.57,1918.31,155027.28,0
4108.41,735.58,154957.49,1
2009.03,7364.29,154955.36,0
51227.64,5807.52,154873.05,0
1242.9,1204.0,154770.93,0
44201.91,6226.07,154708.65,0
909.98,423.55,154680.87,1
0.0,359.06,154615.03,1
1008.42,4513.55,154605.11,1
3315.45,14407.21,154582.97,1
0.0,250.0,154468.29,1
0.0,250.0,154384.11,1
3399.62,4820.82,154361.78,1
4044.86,6572.03,154308.91,1
3279.66,4556.6,154260.44,1
0.0,21970.54,154216.28,1
7313.55,6781.13,154130.63,1
4537.94,17973.4,154032.2,1
6251.02,3812.08,153999.51,1
3712.06,7175.16,153997.22,1
1299.8,6028.67,153973.46,0
5678.87,4237.89,153968.87,1
0.0,1629.38,153966.91,1
3489.69,10973.25,153954.56,1
5079.87,17963.82,153919.54,1
8563.81,10833.06,153899.56,1
0.0,271.37,153896.93,0
4350.79,4656.43,153805.24,1
3300.83,57369.41,153794.11,1
5061.45,1487.85,153786.13,0
1153.17,2727.8,153748.45,1
4531.64,4684.82,153737.84,1
1739.14,10088.87,153680.17,1
1893.83,4586.04,153660.51,1
1312.47,12279.84,153620.12,1
1283.2,86300.98,153083.05,1
9225.25,5716.67,153045.87,1
2781.56,4044.6,152917.56,1
0.0,1000.0,152858.87,0
3244.32,5537.3,152737.34,1
3485.65,4573.94,152550.07,1
4145.2,5724.78,152529.01,1
0.0,588.43,152518.31,1
1305.05,1094.77,152514.97,0
1414.92,9961.59,152472.33,1
2226.43,5617.85,152264.05,1
1994.3,2571.57,152258.76,1
9128.94,7305.3,152200.16,1
6064.04,15047.44,152041.41,1
2733.98,3854.06,151960.48,1
5190.07,4453.66,151918.11,1
6882.13,3998.23,151896.63,1
13371.66,17206.0,151833.34,1
4061.24,250.0,151609.89,1
0.0,250.0,151602.58,1
45109.93,5466.55,151598.86,0
4441.2,1791.02,151580.59,0
10189.08,24885.55,151536.15,1
3377.31,8184.24,151441.22,1
0.0,10816.02,151408.64,1
4715.4,24455.77,151119.79,1
1559.83,14929.94,151066.46,1
2885.04,5042.09,151035.19,1
5719.76,5858.48,150995.64,1
7106.05,1645.66,150990.24,1
0.0,2422.85,150895.16,0
439.3,6299.55,150863.91,1
4184.11,5142.07,150773.93,1
4529.26,4967.86,150727.79,1
0.0,2086.34,150693.53,1
0.0,34673.46,150567.29,1
19895.67,15986.66,150455.38,1
0.0,250.0,150297.3,1
0.0,2902.07,150238.0,1
6639.47,18847.03,149890.18,1
6081.95,3160.04,149869.96,1
106.81,7499.17,149740.27,1
0.0,1266.4,149642.65,1
0.0,484.13,149621.98,1
7179.31,2627.24,149592.51,1
592.34,9517.01,149491.12,1
0.0,850.0,149391.38,0
4887.74,6886.23,149385.12,1
4284.84,15290.32,149276.36,1
3329.41,5528.96,149256.22,1
39013.66,6024.06,149240.36,0
4349.63,4917.05,149036.89,1
9065.54,15402.01,148996.84,1
6390.97,17978.69,148719.15,1
10052.1,5557.65,148578.15,1
7996.02,3540.29,148530.12,1
0.0,3930.71,148434.61,1
3894.32,4794.56,148369.52,1
4643.21,10664.25,148292.0,1
3540.24,5370.81,148227.21,1
3322.48,4347.87,147934.36,1
4730.45,4249.16,147708.3,1
15923.31,6198.97,147622.27,1
4379.4,12366.49,147487.85,1
0.0,277.19,147360.69,0
2916.33,17396.3,147322.35,1
3064.39,13177.09,147287.68,1
0.0,4423.85,147058.95,1
1526.94,20725.12,146963.13,1
5602.62,5212.17,146792.62,1
4346.09,8114.58,146670.53,0
623.0,1150.0,146666.5,1
15709.46,18074.81,146638.12,1
11801.21,4255.42,146537.27,1
4069.43,9847.89,146339.96,1
2601.63,10464.38,146185.84,1
0.0,1325.0,145949.98,1
40261.31,7206.61,145644.53,0
0.0,3770.56,145641.62,1
34616.62,6631.64,145620.41,0
6006.29,6261.88,145610.11,1
752.85,11439.9,145602.93,0
14335.1,4148.47,145518.07,1
7540.97,5313.34,145503.59,1
41561.06,5934.01,145373.08,0
5344.33,3176.03,145346.98,1
0.0,417.88,145324.94,1
33334.39,7279.88,145022.95,0
3690.8,3477.02,144961.62,1
2814.9,1740.34,144771.01,1
2242.36,4488.65,144726.62,1
6302.3,441.18,144722.25,1
9884.34,5417.56,144534.16,1
6466.69,2668.97,144508.31,1
5161.28,1310.78,144485.23,1
1571.55,403.39,144217.8,1
4491.08,4886.03,143864.93,1
2282.4,2567.64,143791.72,1
40362.7,5451.19,143609.9,0
1753.13,4730.29,143573.85,1
22254.15,6987.88,143247.05,1
628.19,1479.88,143195.96,1
4195.55,41869.58,143161.78,1
1706.52,20217.09,142365.18,1
0.0,2907.58,142351.18,1
6423.3,14237.06,142272.62,1
2652.6,2020.04,142157.68,1
3391.26,3192.38,142073.86,1
1153.17,12397.12,142068.5,1
11249.07,6801.65,141893.32,1
10394.75,6812.29,141592.06,1
5806.32,19115.14,141377.57,1
10362.67,5348.24,141281.19,1
0.0,5858.25,141004.03,1
37479.66,5596.95,140905.97,0
4762.29,4074.73,140891.31,1
31211.66,5402.0,140720.01,0
0.0,1915.15,140656.19,1
4708.69,3721.55,140571.63,1
2193.3,1766.39,140507.59,1
2847.56,16225.45,140395.35,1
22857.93,250.0,140269.67,1
3621.87,4719.56,140191.66,1
6892.72,17668.95,140140.28,1
0.0,725.0,140113.0,1
0.0,0.0,139980.55,1
5888.27,11109.82,139919.17,1
54.99,4282.01,139909.59,1
3069.13,2288.41,139861.4,1
1904.02,7349.25,139858.39,1
8436.71,14932.41,139672.92,1
0.0,250.0,139381.6,1
29506.38,6978.7,139354.9,0
4147.3,3588.18,139208.22,1
0.0,41.37,139158.74,1
30250.1,5479.12,139138.26,0
4643.38,18824.6,139087.34,1
35711.73,5847.15,139076.89,0
0.0,6590.73,138981.59,1
0.0,806.24,138972.02,1
5032.33,2378.58,138924.48,1
40898.8,876.1,138893.2,0
8976.02,18243.59,138837.03,1
3934.35,926.96,138757.89,1
2510.35,18983.03,138617.13,1
5346.67,12516.04,138610.53,1
4814.48,10195.25,138562.81,1
13323.05,2282.44,138485.72,1
7943.67,11782.55,138420.55,1
68.74,5234.57,138239.17,1
0.0,119.72,138221.92,1
27384.65,6474.6,138195.92,0
33918.53,5411.33,138111.3,0
844.83,250.0,138085.21,1
0.0,250.0,137962.85,1
5888.9,4273.9,137690.2,1
8220.11,1566.44,137600.29,1
32764.39,6913.47,137275.21,0
0.0,1364.44,137255.46,1
4478.62,12464.62,137145.92,1
3737.46,5144.77,137137.1,1
39217.83,874.0,136883.37,0
4703.1,4373.97,136851.21,1
2439.41,18586.41,136789.92,1
31801.14,6945.29,136609.91,0
6393.42,17108.88,136366.66,1
25001.93,6917.57,136353.93,0
0.0,722.62,136336.59,1
5224.11,5611.21,136285.36,1
15054.07,6801.29,136137.12,1
10299.79,17473.06,136111.05,1
0.0,8275.92,136095.24,1
3537.74,4332.11,135909.44,1
3157.48,5119.0,135844.5,1
32071.22,5817.62,135765.38,0
6425.49,15534.63,135326.16,1
2931.04,21993.09,135218.29,1
0.0,1664.0,135159.96,0
2620.94,10890.49,134767.31,1
0.0,7102.11,134737.34,1
6117.01,3380.37,134649.13,1
7032.66,5131.89,134632.29,1
7015.11,5262.89,134558.32,1
27337.22,6556.64,134479.05,0
3595.18,15873.38,134401.88,1
6962.49,10552.8,134210.81,1
0.0,1034.29,134169.92,1
1660.96,6493.34,134153.01,1
0.0,2271.76,133917.08,1
28771.14,6906.67,133792.98,0
20.98,250.0,133777.96,1
0.0,250.0,133586.26,1
2131.84,4537.32,133547.56,1
0.0,6239.2,133528.77,1
30115.76,5580.67,133518.95,0
29980.92,5667.34,133493.38,0
6809.19,17489.87,133255.97,1
2542.96,4737.08,133154.2,1
0.0,9249.98,133151.73,1
2911.93,10113.54,133145.11,1
0.0,1125.0,133132.11,1
2556.97,11432.58,133104.24,1
29399.68,5783.9,133052.79,0
5214.43,3137.52,132949.71,1
356.27,8094.21,132710.08,1
492.71,31749.67,132461.69,1
29248.1,5409.48,132445.55,0
0.0,3283.3,132429.1,1
2999.97,6083.34,132421.1,1
0.0,3768.63,132345.27,1
34669.37,874.0,132340.75,0
0.0,250.0,132312.39,1
6137.39,44794.11,132219.53,1
0.0,331.5,132098.29,1
0.0,448.32,132063.58,1
0.0,1375.0,131970.47,1
0.0,14307.66,131946.69,1
19767.74,7493.96,131750.79,0
0.0,0.0,131729.43,1
0.0,4805.44,131673.73,1
3745.17,4112.09,131552.64,1
36931.66,250.0,131379.73,1
27388.32,1503.37,131173.07,0
27943.68,250.0,131171.03,0
0.0,5768.42,130932.96,1
18894.42,7372.68,130799.68,0
8541.97,12930.98,130750.93,1
0.0,2543.45,130735.92,1
2789.1,21023.79,130573.24,1
21004.22,5373.1,130474.06,0
5003.55,3162.28,130463.5,1
1357.34,6058.13,130446.46,1
4746.98,4611.47,130117.3,1
6683.91,33815.86,130035.01,1
32144.83,874.0,129813.29,0
2214.0,1487.49,129790.5,1
18637.28,6610.0,129614.29,0
5371.0,3394.82,129509.11,1
26243.06,250.0,129470.41,0
394.07,19565.87,129302.05,1
7881.89,7656.41,129197.2,1
25928.15,5217.88,128866.72,0
25626.65,250.0,128850.89,0
828.13,13861.37,128755.32,1
5567.72,11806.25,128750.5,1
25245.79,5641.5,128724.62,0
7898.38,11729.53,128648.33,1
24863.68,5721.92,128438.88,0
29236.37,1555.99,128156.52,0
2589.39,2492.15,128072.02,1
12458.02,12203.77,128033.58,1
1838.32,7010.92,127939.77,1
24707.91,250.0,127935.27,0
0.0,1325.0,127866.16,1
4180.12,8830.4,127769.61,1
30007.17,874.0,127675.63,0
15814.87,7160.1,127462.54,0
25064.15,4488.83,127126.12,0
21225.58,2396.23,127068.0,0
21767.32,7090.19,127012.39,0
29324.63,874.0,126996.01,0
3964.22,7530.25,126202.22,1
2759.95,3934.05,126189.72,1
28769.0,978.5,126189.24,0
1384.69,11726.69,125839.02,1
2319.05,5768.47,125797.86,1
5521.55,12344.37,125766.54,1
0.0,1100.0,125706.55,1
22102.89,5594.31,125526.63,0
0.0,1160.58,125427.41,1
0.0,3248.04,125417.12,1
8135.21,8635.39,125382.59,1
22034.47,5499.96,125342.72,0
150.86,2382.36,125196.14,1
13619.85,6858.66,124900.72,0
20888.26,874.0,124875.92,0
12731.16,7481.33,124769.16,0
5610.79,362.91,124429.29,1
21189.61,5394.32,124371.03,0
2267.28,20368.48,124313.63,1
0.0,250.0,124283.38,1
6398.46,16629.03,124212.38,1
22317.57,5471.38,124131.43,0
20750.37,1596.59,124105.44,0
2895.54,14174.72,124085.82,1
6910.24,12472.13,123773.44,1
6465.87,14479.82,123720.03,1
13305.02,6008.87,123563.68,0
22863.48,4533.83,123260.63,1
4008.96,4709.89,123177.4,1
24001.61,6194.77,123124.48,1
0.0,1300.0,123056.28,1
4987.93,14848.92,122798.97,1
25091.14,874.0,122762.55,0
0.0,1738.71,122643.47,1
8637.53,15479.13,122632.54,1
0.0,23.35,122528.22,1
72.91,17050.84,122359.68,1
21210.99,4818.21,122357.29,0
8039.51,3601.21,122049.22,1
22523.87,2294.0,121925.09,0
3399.37,19068.95,121909.43,1
4011.87,3801.83,121838.8,1
0.0,2182.62,121786.08,1
17526.96,1532.1,121607.81,0
692.25,1592.32,121605.58,1
814.95,16580.59,121564.41,1
18020.79,5726.37,121495.45,0
3815.92,13823.79,121412.52,1
4047.31,3915.56,121319.92,1
16584.72,7034.51,121264.88,0
40145.5,4058.7,121202.89,1
17378.93,5868.57,121132.1,0
17928.86,250.0,121119.04,0
0.0,1993.7,120973.94,1
16375.51,1670.0,120943.54,0
11112.04,5609.29,120848.05,0
22816.78,874.0,120485.24,0
1861.45,2718.42,120362.44,1
3627.72,15665.32,120312.49,1
2346.67,4438.1,120228.0,1
20588.9,6369.04,120061.5,1
16503.87,5705.96,120057.09,0
365.29,10025.57,119949.37,1
0.0,13261.98,119881.89,1
0.0,1350.0,119851.02,1
10512.54,18766.8,119842.49,1
7772.33,7454.37,119777.6,0
2203.84,7799.74,119696.55,1
0.0,1720.01,119604.38,1
29101.02,4620.06,119600.55,0
21853.21,874.0,119524.59,0
0.0,3675.11,119448.35,1
9197.28,6016.08,119441.64,0
15349.3,1376.97,119258.04,0
2858.72,1579.91,119119.29,1
8283.69,4520.65,119079.54,1
3333.5,16416.68,119045.7,1
0.0,975.0,119026.98,1
15266.34,5849.13,118996.13,0
0.0,296.89,118970.43,1
5165.24,5040.19,118949.44,1
21006.72,873.63,118617.96,0
1225.88,8419.23,118609.8,1
3680.25,14322.43,118596.96,1
2840.23,3789.85,118593.39,1
15308.0,250.0,118535.35,0
6212.47,6917.85,118427.81,0
15800.2,5532.61,118302.53,0
1188.78,3292.09,118177.85,1
44.51,1533.28,118054.15,1
14319.82,5807.67,117995.96,0
5302.28,13109.29,117974.35,1
8596.44,7405.08,117930.7,1
4133.54,15184.25,117841.68,1
13963.47,758.8,117811.37,0
1972.03,16030.8,117804.04,1
6792.35,6632.24,117795.99,0
15811.15,4376.41,117764.76,0
14052.3,5745.23,117656.5,0
0.0,9260.88,117612.27,1
320.19,250.0,117592.63,1
5126.42,10348.9,117405.39,1
3313.73,12081.38,117366.0,1
23168.08,2345.44,117171.0,1
0.0,9388.57,117107.74,1
0.0,2350.07,116902.46,1
14481.6,5530.97,116840.91,0
2612.83,10887.36,116826.96,1
6801.22,5917.25,116758.59,1
722.46,10295.25,116737.22,1
1517.76,12646.93,116706.06,1
7450.96,6506.95,116426.96,1
12994.68,5604.46,116424.82,0
0.0,0.0,116260.72,1
4864.57,6946.86,116252.76,0
0.0,15574.71,116241.36,1
0.0,766.09,116172.95,1
3144.64,17265.96,116135.93,1
19876.0,949.43,116010.42,1
3819.21,27942.51,116003.37,1
12159.81,11154.31,115893.9,1
15736.38,6699.65,115881.58,0
4589.48,6744.54,115782.15,0
3800.66,6721.07,115753.36,0
10708.42,6881.63,115699.01,0
6551.42,4723.18,115653.57,1
0.0,109.98,115565.15,1
4713.49,2418.92,115530.45,1
12074.96,317.35,115387.86,0
13002.79,835.1,115320.67,0
2365.93,4474.25,115133.72,1
0.0,3498.1,115075.43,1
18432.52,5177.96,114991.0,0
0.0,1073.08,114870.27,1
3853.16,6705.4,114784.84,0
0.0,974.73,114604.71,1
4307.75,5357.94,114587.22,0
4761.22,5619.48,114531.54,0
16839.21,874.0,114510.62,0
5733.64,4837.38,114458.83,0
4044.86,5774.17,114380.16,1
4803.29,9962.56,114292.56,1
0.0,65.76,114270.11,1
240.04,3799.58,114232.66,1
9700.49,3562.8,114160.52,1
3443.49,10630.92,114131.01,1
10763.94,4942.23,114103.78,0
6110.35,5246.77,114094.12,1
3617.21,5224.78,113953.86,1
475.12,5219.82,113750.94,1
4693.68,4351.31,113749.13,1
775.35,0.0,113746.69,1
6836.75,6320.02,113735.8,0
3104.3,3161.09,113566.35,1
2503.12,6815.66,113524.1,1
3831.14,4346.91,113436.99,1
9442.79,874.0,113430.45,0
0.0,3104.46,113377.41,1
3938.91,5205.2,113238.96,0
0.0,14594.39,113234.33,1
7360.59,12163.53,113072.84,1
15390.3,874.0,113058.76,0
247.89,5219.83,112970.4,1
6237.17,6327.22,112881.3,1
3651.07,5131.95,112827.14,0
8533.23,414.09,112780.5,0
1260.85,4709.09,112766.98,1
3995.77,15850.61,112729.98,1
2260.85,3343.28,112697.1,1
14986.14,874.0,112657.54,0
4599.78,4203.29,112646.0,1
2670.93,5342.64,112619.03,0
875.7,7686.62,112485.51,1
5737.3,5004.9,112450.62,1
84.94,2334.64,112310.11,1
2906.98,3010.49,112252.96,1
9001.08,5408.0,112194.2,0
0.0,1461.12,112142.11,1
10983.79,3694.28,112099.1,0
2701.77,5282.36,112061.38,0
6260.96,5094.82,111954.06,0
9901.64,1363.87,111948.0,0
0.0,1494.78,111756.52,1
16490.58,1790.0,111742.85,0
6205.0,22933.37,111740.76,1
13950.23,874.0,111618.69,0
0.0,18100.12,111524.33,1
7530.77,874.0,111518.43,0
1954.64,1862.05,111480.25,1
8059.12,11796.45,111352.34,1
3289.89,2817.45,111273.66,1
6332.45,1925.37,111228.07,0
0.0,3040.09,111062.22,1
2643.41,1140.94,110922.47,0
4559.39,2306.84,110892.35,1
0.0,2942.05,110813.27,1
1247.13,2811.91,110774.25,1
6596.92,0.0,110709.15,0
0.0,5022.93,110707.97,1
13043.92,873.85,110691.85,0
1300.84,4319.68,110589.91,1
13303.59,250.0,110552.69,0
3201.12,6526.98,110509.43,0
1085.78,6127.24,110477.72,1
803.08,1468.04,110406.65,1
9720.8,2876.71,110322.87,1
7066.36,5411.3,110259.28,0
1631.68,18156.69,110245.84,1
0.0,250.0,110244.53,1
6909.48,250.0,110139.94,0
2752.34,11886.09,110058.62,1
753.91,5690.36,109917.25,1
5912.7,835.6,109853.77,0
7261.92,2601.84,109544.85,0
0.0,250.0,109521.92,1
5448.24,874.0,109435.91,0
11720.93,874.0,109392.31,0
4557.94,1515.62,109312.07,0
3290.62,4581.81,109303.8,0
8477.88,4915.54,109247.77,1
0.0,3124.08,109161.1,1
1377.06,3814.47,109008.2,0
10984.75,836.19,108720.32,0
3523.63,1441.85,108714.38,0
0.0,15338.71,108704.71,1
10816.37,874.0,108484.83,0
7179.43,8024.13,108446.42,1
230.56,18968.18,108426.03,1
2565.98,14111.02,108379.54,1
2652.92,2294.0,108371.31,0
4690.53,5767.93,108325.92,0
0.0,2802.91,108257.11,1
10094.4,1210.56,108174.11,0
4181.57,874.0,108172.37,0
12947.3,857.1,108013.51,0
6249.33,1106.09,107938.21,0
0.0,12146.98,107904.69,1
10192.9,1790.36,107877.71,0
3615.74,3074.58,107809.83,1
4474.51,5507.24,107778.53,0
10045.88,874.0,107717.26,0
4112.39,5702.08,107663.54,0
4246.5,5506.24,107561.72,0
4277.78,5475.32,107557.01,0
6297.06,13235.97,107524.78,1
0.0,1154.93,107501.67,1
9811.95,874.0,107477.49,0
0.0,6868.47,107422.29,1
0.0,22048.08,107403.77,1
2673.17,9816.87,107374.37,1
716.98,2818.5,107339.23,1
9644.78,874.0,107313.24,0
4353.01,6753.47,107235.72,1
1057.23,13330.24,107219.41,1
0.0,3842.16,107203.4,1
1199.34,8189.65,107178.7,1
9894.15,871.6,107174.71,0
3828.43,5491.13,107088.34,0
2999.12,1525.05,106983.92,0
3781.2,250.0,106960.77,0
9230.4,874.0,106898.86,0
0.0,7.75,106832.63,1
1260.85,3321.66,106828.01,1
0.0,51.7,106704.95,1
4327.2,5687.91,106594.02,0
10930.62,1777.64,106456.5,0
1731.41,1381.07,106347.97,0
438.91,14084.71,106331.93,1
8961.85,871.67,106269.48,0
0.0,3201.53,106241.05,1
4150.95,610.89,106203.72,0
0.0,4320.34,106092.15,1
790.74,12098.29,106033.37,1
3062.09,4368.96,105913.13,1
120.01,3328.0,105905.23,1
10006.06,4319.89,105563.75,0
0.0,15048.06,105467.94,1
63.67,13283.64,105444.17,1
0.0,467.63,105349.9,1
0.0,1987.48,105346.96,0
78.36,3531.2,105244.94,1
0.0,4272.92,105194.76,1
0.0,348.2,105189.75,1
0.0,3627.09,105077.75,1
15444.43,3676.51,104997.99,0
6324.12,4224.05,104972.35,1
0.0,852.08,104958.39,1
1687.6,5470.87,104955.48,0
1609.52,250.0,104840.02,0
7459.32,3112.92,104784.19,1
6132.92,2133.36,104776.13,0
0.0,1712.35,104734.48,0
1259.59,3941.12,104692.6,1
0.0,1025.0,104584.69,1
0.0,1269.56,104527.38,0
1731.0,618.18,104513.81,0
871.8,796.6,104390.96,0
5679.09,3497.65,104314.64,1
960.12,13458.74,104289.39,1
0.0,1045.7,104199.14,0
4091.44,15125.83,104133.86,1
3443.05,257.42,104126.09,1
0.0,0.0,104115.36,0
0.0,874.0,103990.84,0
0.0,874.0,103990.81,0
0.0,874.0,103990.8,0
0.0,874.0,103990.8,0
5108.54,3006.79,103974.74,1
1119.26,2181.53,103953.62,1
0.0,824.0,103940.8,0
4817.58,7309.57,103910.47,1
1861.57,2694.87,103901.62,0
2920.27,4922.27,103851.85,1
0.0,2385.2,103829.05,0
2111.46,4164.67,103728.55,1
2102.18,5551.23,103613.23,0
1957.77,3193.05,103573.44,1
17801.28,3442.32,103512.14,1
2996.18,1907.88,103314.79,1
0.0,12830.46,103297.61,1
0.0,735.24,103233.15,0
0.0,207.23,103042.91,0
